,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
Azure-Samples\\active-directory-b2c-android-native-appauth,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006164803398707841, z=2.7388844618271313, Tau=0.20512820512820512, s=72.0, var_s=672.0, slope=0.0, intercept=88.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006164803398707841, z=2.7388844618271313, Tau=0.20512820512820512, s=72.0, var_s=672.0, slope=0.0, intercept=116.9659090909091)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006164803398707841, z=2.7388844618271313, Tau=0.20512820512820512, s=72.0, var_s=672.0, slope=0.0, intercept=1.359875904860393)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006164803398707841, z=2.7388844618271313, Tau=0.20512820512820512, s=72.0, var_s=672.0, slope=0.0, intercept=0.018114672358933603)"
Azure-Samples\\data-lake-store-java-upload-download-get-started,"Mann_Kendall_Test(trend='no trend', h=False, p=0.14157886335524372, z=1.4699368305183342, Tau=0.15384615384615385, s=12.0, var_s=56.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.28714740257408167, z=-1.0644002897775877, Tau=-0.19230769230769232, s=-15.0, var_s=173.0, slope=0.0, intercept=96.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.14157886335524372, z=1.4699368305183342, Tau=0.15384615384615385, s=12.0, var_s=56.0, slope=0.0, intercept=2.25)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\java-docs-hello-world,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=0.07417582417582418, intercept=0.44368131868131866)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=1.6318681318681318, intercept=9.760989010989011)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=0.07417582417582418, intercept=0.44368131868131866)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=4.868548293725925e-05, intercept=0.0002912113146061988)"
Azure-Samples\\azure-cosmosdb-bulkingestion,"Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)"
Azure-Samples\\azure-cosmos-db-graph-java-getting-started,"Mann_Kendall_Test(trend='increasing', h=True, p=0.005126679851341187, z=2.7989643421967507, Tau=0.16134453781512606, s=96.0, var_s=1152.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.515721130360362e-12, z=6.920019535887866, Tau=0.8067226890756303, s=480.0, var_s=4791.333333333333, slope=2.32, intercept=11.560000000000002)","Mann_Kendall_Test(trend='increasing', h=True, p=4.312106227644108e-13, z=7.245362339125058, Tau=0.8420168067226891, s=501.0, var_s=4762.333333333333, slope=0.15384615384615385, intercept=1.3846153846153846)","Mann_Kendall_Test(trend='no trend', h=False, p=0.1661286859609361, z=-1.3847507798236558, Tau=-0.08067226890756303, s=-48.0, var_s=1152.0, slope=0.0, intercept=0.0)"
Azure-Samples\\Hybrid-KeyVault-Java-Manage-Secrets-Certificate-Based-Auth,"Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.3, intercept=-1.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=12.73333333333333, intercept=-63.66666666666666)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.195, intercept=-0.9750000000000001)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\spring-data-cassandra-on-azure,"Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.6666666666666666, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=3.4583333333333335, intercept=15.5625)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.16666666666666666, intercept=0.75)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.07064340743333257, intercept=0.31789533344999654)"
Azure-Samples\\spring-data-jdbc-on-azure,"Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.6666666666666666, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=4.666666666666667, intercept=21.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.17708333333333334, intercept=0.796875)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.03498610120732338, intercept=0.15743745543295518)"
Azure-Samples\\cognitive-services-face-android-detect,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00029651197793012507, z=3.618328420222005, Tau=0.4666666666666667, s=98.0, var_s=718.6666666666666, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.8767613402536085e-08, z=5.548776203872908, Tau=0.8571428571428571, s=180.0, var_s=1040.6666666666667, slope=3.5555555555555554, intercept=-11.222222222222229)","Mann_Kendall_Test(trend='increasing', h=True, p=7.611077318236958e-05, z=3.956327589390286, Tau=0.5952380952380952, s=125.0, var_s=982.3333333333334, slope=0.08646616541353383, intercept=0.5353383458646617)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03729326227014296, z=2.082539023705826, Tau=0.3, s=63.0, var_s=886.3333333333334, slope=0.0, intercept=0.3091044494261344)"
Azure-Samples\\azure-cosmos-db-sql-api-async-java-getting-started,"Mann_Kendall_Test(trend='increasing', h=True, p=3.506095731053982e-05, z=4.137827648302769, Tau=0.375, s=198.0, var_s=2266.6666666666665, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.1012524225861853e-11, z=6.792606635116794, Tau=0.803030303030303, s=424.0, var_s=3878.0, slope=0.525, intercept=45.225)","Mann_Kendall_Test(trend='increasing', h=True, p=2.467305471043346e-09, z=5.963606479504821, Tau=0.6931818181818182, s=366.0, var_s=3746.0, slope=0.010180995475113142, intercept=1.170437405731523)","Mann_Kendall_Test(trend='increasing', h=True, p=3.506095731053982e-05, z=4.137827648302769, Tau=0.375, s=198.0, var_s=2266.6666666666665, slope=0.0, intercept=0.027760768152802484)"
Azure-Samples\\azure-cosmos-db-mongodb-spring,"Mann_Kendall_Test(trend='increasing', h=True, p=1.7076222718515055e-05, z=4.3000465624033755, Tau=0.6993464052287581, s=107.0, var_s=607.6666666666666, slope=0.5714285714285714, intercept=-1.8571428571428568)","Mann_Kendall_Test(trend='increasing', h=True, p=1.7076222718515055e-05, z=4.3000465624033755, Tau=0.6993464052287581, s=107.0, var_s=607.6666666666666, slope=1.1911764705882353, intercept=9.208333333333329)","Mann_Kendall_Test(trend='no trend', h=False, p=0.06203325935326176, z=1.8660579421750496, Tau=0.30718954248366015, s=47.0, var_s=607.6666666666666, slope=0.04498269896193771, intercept=0.38235294117647056)","Mann_Kendall_Test(trend='increasing', h=True, p=6.259373705574944e-05, z=4.002813146901218, Tau=0.6666666666666666, s=102.0, var_s=636.6666666666666, slope=0.00499398814918095, intercept=0.003921571802948158)"
Azure-Samples\\java-on-app-service,"Mann_Kendall_Test(trend='increasing', h=True, p=1.8052226380405045e-13, z=7.362493880975733, Tau=0.7584204413472706, s=653.0, var_s=7842.333333333333, slope=1.121212121212121, intercept=-18.984848484848484)","Mann_Kendall_Test(trend='increasing', h=True, p=4.303224443447107e-13, z=7.2456357987057745, Tau=0.7479674796747967, s=644.0, var_s=7875.333333333333, slope=0.7360890302066774, intercept=-1.0898251192368864)","Mann_Kendall_Test(trend='no trend', h=False, p=0.30515933566176345, z=1.02543212703301, Tau=0.10685249709639953, s=92.0, var_s=7875.333333333333, slope=0.0, intercept=0.9318181818181818)","Mann_Kendall_Test(trend='increasing', h=True, p=9.268141809570807e-12, z=6.817433372032649, Tau=0.7038327526132404, s=606.0, var_s=7875.333333333333, slope=0.0029879932990297675, intercept=-0.049301889433991164)"
Azure-Samples\\azure-cosmos-db-mongodb-java-getting-started,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3363778093672034, z=0.9613468290017755, Tau=0.18681318681318682, s=17.0, var_s=277.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0033526381692536855, z=2.9334072422322284, Tau=0.4725274725274725, s=43.0, var_s=205.0, slope=0.0, intercept=30.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0033526381692536855, z=2.9334072422322284, Tau=0.4725274725274725, s=43.0, var_s=205.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.46785944777637045, z=-0.7259662712736914, Tau=-0.15384615384615385, s=-14.0, var_s=320.6666666666667, slope=-0.0011641101446002713, intercept=0.027299731387756765)"
Azure-Samples\\azure-cosmos-db-mongodb-java-geo-readpreference,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0007603058428726772, z=3.3668552516724395, Tau=0.5147058823529411, s=70.0, var_s=420.0, slope=0.06666666666666667, intercept=0.4666666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007603058428726772, z=3.3668552516724395, Tau=0.5147058823529411, s=70.0, var_s=420.0, slope=8.533333333333333, intercept=59.733333333333334)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0002475709287994565, z=3.6647596887325284, Tau=0.5808823529411765, s=79.0, var_s=453.0, slope=0.16666666666666666, intercept=0.9999999999999998)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\azure-springaop-appconfig,"Mann_Kendall_Test(trend='no trend', h=False, p=0.05182992721790969, z=1.9445436482630056, Tau=0.5714285714285714, s=12.0, var_s=32.0, slope=0.8, intercept=-2.4000000000000004)","Mann_Kendall_Test(trend='increasing', h=True, p=0.027248440892305936, z=2.207940216581962, Tau=0.6666666666666666, s=14.0, var_s=34.666666666666664, slope=5.35, intercept=-16.049999999999997)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05182992721790969, z=1.9445436482630056, Tau=0.5714285714285714, s=12.0, var_s=32.0, slope=0.2, intercept=-0.6000000000000001)","Mann_Kendall_Test(trend='no trend', h=False, p=0.12637008658573645, z=1.5285739960952043, Tau=0.47619047619047616, s=10.0, var_s=34.666666666666664, slope=0.02117380986455828, intercept=-0.06352142959367485)"
Azure-Samples\\active-directory-b2c-android-native-msal,"Mann_Kendall_Test(trend='decreasing', h=True, p=5.521245682871267e-10, z=-6.203524446000798, Tau=-0.5844645550527904, s=-775.0, var_s=15567.0, slope=-2.1, intercept=165.55)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.9984014443252818e-14, z=-7.650275789095382, Tau=-0.7262443438914027, s=-963.0, var_s=15812.333333333334, slope=-1.211309523809523, intercept=126.12946428571426)","Mann_Kendall_Test(trend='increasing', h=True, p=1.3428907053025796e-07, z=5.272894085240396, Tau=0.49698340874811464, s=659.0, var_s=15572.333333333334, slope=0.0020083505100153393, intercept=1.2837870619946088)","Mann_Kendall_Test(trend='increasing', h=True, p=0.044656275650195365, z=2.0078778295699338, Tau=0.1907993966817496, s=253.0, var_s=15751.666666666666, slope=0.0008611265676794439, intercept=0.0034674484059315502)"
Azure-Samples\\cosmosdb-java-as-cache-for-apache-camel,"Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.011841419964459643, z=2.516835207052591, Tau=0.4727272727272727, s=26.0, var_s=98.66666666666667, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.018903543011121293, z=2.3474276701672125, Tau=0.43636363636363634, s=24.0, var_s=96.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-blob-java-getting-started,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.01098901098901099, s=1.0, var_s=121.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.002913243621609274, z=2.976746943261596, Tau=0.4835164835164835, s=44.0, var_s=208.66666666666666, slope=0.0, intercept=63.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.011054582747593855, z=2.5409686615797598, Tau=0.37362637362637363, s=34.0, var_s=168.66666666666666, slope=0.0, intercept=3.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2148469474056489, z=-1.2403473458920846, Tau=-0.12087912087912088, s=-11.0, var_s=65.0, slope=0.0, intercept=0.0)"
Azure-Samples\\spring-jms-service-bus,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0001518610841053647, z=3.78800616198414, Tau=0.48484848484848486, s=112.0, var_s=858.6666666666666, slope=0.0, intercept=12.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0006767641801210811, z=3.3988233257996807, Tau=0.49783549783549785, s=115.0, var_s=1125.0, slope=0.16666666666666666, intercept=21.666666666666664)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005419081201796461, z=2.7810055421759015, Tau=0.38095238095238093, s=88.0, var_s=978.6666666666666, slope=0.0, intercept=1.0769230769230769)","Mann_Kendall_Test(trend='increasing', h=True, p=0.033665048764146555, z=2.1240609324755106, Tau=0.3116883116883117, s=72.0, var_s=1117.3333333333333, slope=0.00830232161362737, intercept=0.07056973371583265)"
Azure-Samples\\azure-springboot-cosmosdb-cassandra-counter,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10519250512004152, z=1.6201851746019649, Tau=0.5333333333333333, s=8.0, var_s=18.666666666666668, slope=0.8, intercept=-2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10519250512004152, z=1.6201851746019649, Tau=0.5333333333333333, s=8.0, var_s=18.666666666666668, slope=4.4, intercept=-11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10519250512004152, z=1.6201851746019649, Tau=0.5333333333333333, s=8.0, var_s=18.666666666666668, slope=0.15, intercept=-0.375)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10519250512004152, z=1.6201851746019649, Tau=0.5333333333333333, s=8.0, var_s=18.666666666666668, slope=0.01801125667989254, intercept=-0.04502814169973135)"
Azure-Samples\\azure-cosmosdb-cassandra-counters,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=-1.1710800875382399, Tau=-0.3333333333333333, s=-5.0, var_s=11.666666666666666, slope=0.0, intercept=46.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=1.3333333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.014501357078552247)"
Azure-Samples\\spring-data-jpa-on-azure,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=20.25)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=0.418092584121041)"
Azure-Samples\\hdinsight-java-sdk-samples,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00029651197793012507, z=3.618328420222005, Tau=0.4666666666666667, s=98.0, var_s=718.6666666666666, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=7.045455723941885e-06, z=4.49231063280555, Tau=0.6619047619047619, s=139.0, var_s=943.6666666666666, slope=0.08333333333333333, intercept=83.66666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00029651197793012507, z=3.618328420222005, Tau=0.4666666666666667, s=98.0, var_s=718.6666666666666, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\key-vault-java-authentication,"Mann_Kendall_Test(trend='increasing', h=True, p=7.591733969469772e-06, z=4.476385537229733, Tau=0.5533333333333333, s=166.0, var_s=1358.6666666666667, slope=0.125, intercept=1.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000293594089940008, z=3.620887566834069, Tau=0.5, s=150.0, var_s=1693.3333333333333, slope=1.2777777777777763, intercept=56.666666666666686)","Mann_Kendall_Test(trend='increasing', h=True, p=2.2535594292882877e-06, z=4.729245326002593, Tau=0.6133333333333333, s=184.0, var_s=1497.3333333333333, slope=0.028869047619047634, intercept=1.1869047619047617)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\hdinsight-java-hive-udf,"Mann_Kendall_Test(trend='increasing', h=True, p=0.004374760902589703, z=2.8497935941769126, Tau=0.4, s=48.0, var_s=272.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.01581673532171579, z=2.4131171393776576, Tau=0.43333333333333335, s=52.0, var_s=446.6666666666667, slope=1.9, intercept=119.25)","Mann_Kendall_Test(trend='no trend', h=False, p=0.8871210266947105, z=0.14194806702221516, Tau=0.03333333333333333, s=4.0, var_s=446.6666666666667, slope=0.0, intercept=4.9)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\azure-cosmosdb-jsonldconversion,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)"
Azure-Samples\\search-java-indexer-demo,"Mann_Kendall_Test(trend='increasing', h=True, p=0.019964453305216123, z=2.327015255644019, Tau=0.5555555555555556, s=20.0, var_s=66.66666666666667, slope=0.42857142857142855, intercept=2.2857142857142856)","Mann_Kendall_Test(trend='no trend', h=False, p=0.14272737556972537, z=-1.4657097546055162, Tau=-0.3888888888888889, s=-14.0, var_s=78.66666666666667, slope=-5.688775510204081, intercept=153.00510204081633)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.019964453305216123, z=-2.327015255644019, Tau=-0.5555555555555556, s=-20.0, var_s=66.66666666666667, slope=-0.032065217391304336, intercept=1.7152173913043478)","Mann_Kendall_Test(trend='increasing', h=True, p=0.019964453305216123, z=2.327015255644019, Tau=0.5555555555555556, s=20.0, var_s=66.66666666666667, slope=0.00010754906439355441, intercept=-0.00043019625757421764)"
Azure-Samples\\search-java-getting-started,"Mann_Kendall_Test(trend='increasing', h=True, p=1.890802450588147e-05, z=4.2774101390929955, Tau=0.3731060606060606, s=197.0, var_s=2099.6666666666665, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.1751845147943607, z=1.355731808891728, Tau=0.14015151515151514, s=74.0, var_s=2899.3333333333335, slope=0.0, intercept=88.18181818181819)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05311161933055786, z=-1.9340122694060804, Tau=-0.19886363636363635, s=-105.0, var_s=2891.6666666666665, slope=0.0, intercept=1.3136094674556211)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6291335981104189, z=-0.4829466769861461, Tau=-0.05113636363636364, s=-27.0, var_s=2898.3333333333335, slope=0.0, intercept=0.019395442253550176)"
Azure-Samples\\storage-table-java-getting-started,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-java-ha-ra-grs,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0004525251334768221, z=3.5073901571233437, Tau=0.49122807017543857, s=84.0, var_s=560.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.11320463649767e-05, z=4.050391351844015, Tau=0.6081871345029239, s=104.0, var_s=646.6666666666666, slope=2.5, intercept=97.5)","Mann_Kendall_Test(trend='increasing', h=True, p=5.11320463649767e-05, z=4.050391351844015, Tau=0.6081871345029239, s=104.0, var_s=646.6666666666666, slope=0.5, intercept=10.5)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-java-V10-ha-ra-grs,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=0.07417582417582418, intercept=0.44368131868131866)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=13.054945054945055, intercept=78.08791208791209)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0010329755096067927, z=3.281387968954771, Tau=0.525, s=63.0, var_s=357.0, slope=0.2967032967032967, intercept=1.7747252747252746)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\kusto-high-scale-ingestion,"Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=0.0)"
Azure-Samples\\bootiful-azure,"Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.2, intercept=-1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.026500280602491877, z=2.218800784900916, Tau=0.45454545454545453, s=25.0, var_s=117.0, slope=7.65, intercept=-38.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005545667315244085, z=2.7735009811261455, Tau=0.5636363636363636, s=31.0, var_s=117.0, slope=0.11538461538461535, intercept=-0.5769230769230768)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.008030766993761063, intercept=-0.04015383496880531)"
Azure-Samples\\iot-edge-sample-java,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=73.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.25)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\hdinsight-storm-azure-data-lake-store,"Mann_Kendall_Test(trend='no trend', h=False, p=0.22534449569897452, z=-1.2124386966005445, Tau=-0.16304347826086957, s=-45.0, var_s=1317.0, slope=0.0, intercept=1.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.22534449569897452, z=-1.2124386966005445, Tau=-0.16304347826086957, s=-45.0, var_s=1317.0, slope=0.0, intercept=48.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.22534449569897452, z=-1.2124386966005445, Tau=-0.16304347826086957, s=-45.0, var_s=1317.0, slope=0.0, intercept=1.3181818181818183)","Mann_Kendall_Test(trend='increasing', h=True, p=2.8075072795452627e-06, z=4.68442223686574, Tau=0.6195652173913043, s=171.0, var_s=1317.0, slope=7.155680885681752e-05, intercept=0.004537176627379195)"
